"IMC Clonmel",52.35514800000001 ,-7.701640999999995,https://www.rte.ie/entertainment/listings/cinema/venue-imc-clonmel
"IMC Thurles",52.676111, -7.810047,https://www.rte.ie/entertainment/listings/cinema/venue-imc-thurles
"Ormond Cineplex, Nenagh",52.8654867 ,-8.196578600000066,https://www.rte.ie/entertainment/listings/cinema/venue-ormond-cineplex-nenagh
"Tipperary Excel Centre",52.475051, -8.159528, https://www.rte.ie/entertainment/listings/cinema/venue-tipperary-excel-centre
"IMC Omagh",54.6112103 ,-7.330187499999965,https://www.rte.ie/entertainment/listings/cinema/venue-imc-omagh
"Omniplex Dungannon",54.51237099999999 ,-6.761641999999938,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-dungannon
"Omniplex Omagh",54.5963224 ,-7.301115399999958,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-omagh
"The Ritz, Cookstown",54.64668950000001 ,-6.745960299999979,https://www.rte.ie/entertainment/listings/cinema/venue-the-ritz-cookstown
"ODEON Waterford",52.2546386 ,-7.110941499999967,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-waterford
"SGC Dungarvan",52.091016 ,-7.622323000000051,https://www.rte.ie/entertainment/listings/cinema/venue-sgc-dungarvan
"IMC Athlone",53.4204714 ,-7.93286379999995,https://www.rte.ie/entertainment/listings/cinema/venue-imc-athlone
"IMC Mullingar",53.53283769999999 ,-7.312527799999998,https://www.rte.ie/entertainment/listings/cinema/venue-imc-mullingar
"Movies @ Gorey",52.671763, -6.270864,https://www.rte.ie/entertainment/listings/cinema/venue-movies-a-gorey 
"Omniplex Wexford",52.31261019999999 ,-6.45608500000003,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-wexford
"The Arc Cinema Wexford",52.343733, -6.464715,https://www.rte.ie/entertainment/listings/cinema/venue-the-arc-cinema-wexford
"Omniplex Arklow",52.79879139999999 ,-6.149025700000038,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-arklow




